CustomerID,Frequency,Monetary,LastPurchaseDate,RecencyDays,Segment
13416,2,712.5,2011-10-27,43,À réactiver
16000,3,12393.7,2011-12-07,2,Récent
16078,1,79.2,2011-03-01,283,À réactiver
17053,1,498.48,2011-08-01,130,À réactiver
16352,2,494.44,2011-11-22,17,Récent
16338,1,214.8,2011-07-05,157,À réactiver
13497,2,348.05,2011-03-02,282,À réactiver
15203,6,1827.8,2011-11-14,25,Fidèle
15918,2,334.23,2011-06-02,190,À réactiver
17813,5,1770.88,2011-11-25,14,Fidèle
15599,2,761.74,2011-11-13,26,Récent
16150,5,2053.02,2011-10-28,42,Fidèle
13524,5,680.18,2011-10-30,40,Fidèle
16571,3,1421.69,2011-11-13,26,Récent
13838,4,691.73,2011-12-04,5,Récent
16266,7,861.89,2011-09-27,73,Fidèle
15485,3,2575.0,2011-11-09,30,Récent
14961,9,7044.68,2011-11-29,10,Fidèle
17573,3,380.6,2011-11-10,29,Récent
15051,3,1391.61,2011-11-16,23,Récent
16243,2,409.1,2011-11-06,33,À réactiver
17985,1,634.95,2011-11-17,22,Récent
16969,3,650.41,2011-10-31,39,À réactiver
13038,3,908.46,2011-09-20,80,À réactiver
13992,1,76.8,2011-11-09,30,Récent
13347,1,341.36,2011-09-30,70,À réactiver
17496,1,271.05,2010-12-16,358,À réactiver
17895,1,98.0,2011-10-26,44,À réactiver
12893,1,188.14,2011-11-09,30,Récent
12662,11,3849.78,2011-12-09,0,VIP
15405,1,349.1,2011-06-03,189,À réactiver
12951,6,1064.07,2011-12-01,8,Fidèle
15920,4,167.5,2011-07-08,154,À réactiver
15563,4,1400.44,2011-11-17,22,Récent
17071,9,2429.03,2011-11-11,28,Fidèle
14808,8,2741.17,2011-10-31,39,Fidèle
14096,17,65164.79,2011-12-05,4,VIP
14287,3,176.63,2011-12-01,8,Récent
12731,12,18895.91,2011-11-16,23,VIP
17793,1,323.04,2011-11-14,25,Récent
13730,2,752.6,2011-07-27,135,À réactiver
15345,1,393.54,2011-10-25,45,À réactiver
15440,3,383.68,2011-10-16,54,À réactiver
14333,1,415.2,2011-10-03,67,À réactiver
17928,2,212.54,2011-10-25,45,À réactiver
16431,3,642.81,2011-05-10,213,À réactiver
12504,2,482.05,2011-11-21,18,Récent
12659,1,91.68,2011-11-10,29,Récent
15083,1,88.2,2011-03-28,256,À réactiver
14375,1,257.68,2011-06-07,185,À réactiver
14888,1,369.2,2011-05-16,207,À réactiver
15363,1,326.0,2010-12-02,372,À réactiver
16413,1,262.2,2011-10-14,56,À réactiver
17811,39,7837.73,2011-12-05,4,VIP
17097,8,954.42,2011-12-07,2,Fidèle
15454,1,179.1,2010-12-12,362,À réactiver
16303,3,5360.63,2011-11-14,25,Récent
13477,6,1454.58,2011-11-02,37,Fidèle
13811,3,814.5,2011-06-09,183,À réactiver
18170,3,980.31,2011-11-06,33,À réactiver
17345,4,537.74,2011-11-24,15,Récent
15224,2,322.08,2010-12-16,358,À réactiver
17545,3,645.96,2011-10-27,43,À réactiver
15108,4,1300.25,2011-07-21,141,À réactiver
17029,2,716.0,2011-08-21,110,À réactiver
14345,1,108.98,2011-11-01,38,À réactiver
13685,7,3119.44,2011-12-07,2,Fidèle
17423,2,698.41,2011-10-24,46,À réactiver
14871,4,522.38,2011-12-06,3,Récent
12347,7,4310.0,2011-12-07,2,Fidèle
18209,1,139.1,2011-11-11,28,Récent
12882,2,1463.04,2011-11-30,9,Récent
16240,2,3718.8,2011-11-15,24,Récent
15267,5,1717.36,2011-11-17,22,Fidèle
18088,1,167.67,2011-10-09,61,À réactiver
13372,1,378.64,2011-09-11,89,À réactiver
14439,1,2661.24,2011-01-24,319,À réactiver
17259,2,603.37,2011-07-14,148,À réactiver
16134,2,618.09,2011-11-18,21,Récent
16370,4,1320.56,2011-09-18,82,À réactiver
15636,2,724.76,2011-09-11,89,À réactiver
16698,2,1998.0,2011-04-27,226,À réactiver
13426,10,3641.32,2011-12-09,0,VIP
14292,9,4871.93,2011-12-02,7,Fidèle
17966,5,1098.43,2011-11-02,37,Fidèle
12709,15,9736.52,2011-11-24,15,VIP
15909,1,191.94,2011-06-19,173,À réactiver
13644,4,2624.26,2011-11-23,16,Récent
14128,2,637.5,2011-10-10,60,À réactiver
17331,1,175.2,2011-08-08,123,À réactiver
14565,4,3099.12,2011-09-05,95,À réactiver
15938,5,404.58,2011-08-19,112,Fidèle
13422,1,2626.3,2011-10-06,64,À réactiver
16383,2,668.36,2011-09-26,74,À réactiver
14193,2,853.39,2011-10-03,67,À réactiver
12895,2,372.8,2011-10-28,42,À réactiver
16921,1,169.79,2011-10-09,61,À réactiver
15895,1,179.17,2011-07-13,149,À réactiver
14813,2,155.43,2010-12-05,369,À réactiver
16114,1,135.75,2011-06-22,170,À réactiver
13584,1,142.4,2011-02-06,306,À réactiver
17603,1,394.72,2011-09-22,78,À réactiver
12509,1,176.5,2011-02-28,284,À réactiver
17504,9,2997.03,2011-05-17,206,Fidèle
18075,10,2611.75,2011-11-16,23,VIP
12841,25,4022.35,2011-12-05,4,VIP
12429,4,3750.4,2011-11-30,9,Récent
16131,6,3506.54,2011-10-19,51,Fidèle
12873,1,374.0,2011-03-02,282,À réactiver
15111,3,1567.48,2011-11-10,29,Récent
17883,4,671.77,2011-12-06,3,Récent
14462,11,2004.02,2011-10-04,66,VIP
14317,1,508.58,2011-10-06,64,À réactiver
14102,5,1360.28,2011-12-04,5,Fidèle
16048,2,256.44,2010-12-01,373,À réactiver
17984,1,152.68,2011-07-17,145,À réactiver
18053,1,300.02,2011-09-30,70,À réactiver
14105,1,1266.23,2011-04-14,239,À réactiver
17536,1,76.5,2011-06-15,177,À réactiver
18050,1,74.4,2010-12-15,359,À réactiver
13694,50,65039.62,2011-12-06,3,VIP
16076,10,2234.73,2011-12-06,3,VIP
12935,7,2160.7,2011-12-07,2,Fidèle
12652,1,919.98,2011-01-12,331,À réactiver
14830,1,197.13,2011-10-17,53,À réactiver
15696,8,2736.46,2011-11-06,33,Fidèle
17685,7,3191.53,2011-11-23,16,Fidèle
14587,9,1601.14,2011-11-21,18,Fidèle
15516,3,62.43,2011-10-26,44,À réactiver
14523,1,241.09,2011-08-23,108,À réactiver
12881,1,298.0,2011-03-09,275,À réactiver
17566,2,901.21,2011-12-01,8,Récent
15974,7,3442.15,2011-10-31,39,Fidèle
16515,5,1627.13,2011-10-18,52,Fidèle
13101,1,101.19,2011-04-19,234,À réactiver
16253,2,3683.86,2011-10-04,66,À réactiver
16242,7,3603.21,2011-12-01,8,Fidèle
16491,1,731.5,2011-10-24,46,À réactiver
14036,1,626.65,2011-02-28,284,À réactiver
15667,1,301.32,2011-10-31,39,À réactiver
13117,8,984.91,2011-11-18,21,Fidèle
17400,5,2129.96,2011-08-05,126,Fidèle
18036,3,405.62,2011-11-07,32,À réactiver
15815,5,2100.6,2011-10-07,63,Fidèle
12536,3,12601.83,2011-10-27,43,À réactiver
15152,13,4745.69,2011-11-30,9,VIP
16201,4,1863.47,2011-12-06,3,Récent
16401,12,4098.32,2011-12-08,1,VIP
17706,17,10504.49,2011-12-05,4,VIP
17386,6,2686.42,2011-12-02,7,Fidèle
16693,2,482.01,2011-10-02,68,À réactiver
12722,4,997.63,2011-09-15,85,À réactiver
16230,2,542.03,2011-06-03,189,À réactiver
16948,3,435.02,2011-07-24,138,À réactiver
16316,8,2938.91,2011-10-06,64,Fidèle
17503,2,558.96,2011-12-07,2,Récent
17869,5,428.18,2011-08-24,107,Fidèle
17486,1,396.87,2011-03-23,261,À réactiver
15228,4,3386.71,2011-10-04,66,À réactiver
12564,1,456.9,2011-03-23,261,À réactiver
15386,1,394.14,2011-06-06,186,À réactiver
14669,3,1269.99,2011-04-12,241,À réactiver
16769,1,380.39,2011-03-24,260,À réactiver
15593,1,199.8,2011-09-30,70,À réactiver
13431,2,1269.1,2011-10-03,67,À réactiver
15856,27,16387.57,2011-12-05,4,VIP
13248,2,465.68,2011-08-07,124,À réactiver
14041,1,141.41,2011-03-18,266,À réactiver
14598,1,221.97,2011-10-26,44,À réactiver
15940,1,35.8,2011-02-01,311,À réactiver
18062,3,720.52,2011-06-19,173,À réactiver
16057,7,2263.12,2011-11-23,16,Fidèle
17974,3,740.79,2011-11-15,24,Récent
16469,4,650.43,2011-11-16,23,Récent
16483,1,139.35,2011-05-31,192,À réactiver
16682,5,1028.0,2011-12-05,4,Fidèle
12489,1,334.93,2011-01-07,336,À réactiver
16159,1,348.2,2011-03-03,281,À réactiver
14860,1,170.32,2011-11-20,19,Récent
16984,2,4481.35,2011-09-12,88,À réactiver
16475,4,544.3,2011-09-12,88,À réactiver
15540,1,213.3,2011-11-28,11,Récent
13781,1,127.84,2011-04-03,250,À réactiver
15053,3,697.79,2011-12-05,4,Récent
15922,1,369.5,2010-12-01,373,À réactiver
13297,4,2089.85,2011-12-02,7,Récent
14351,1,51.0,2011-06-28,164,À réactiver
15950,4,1765.51,2011-11-08,31,À réactiver
14824,4,1127.71,2011-11-29,10,Récent
12708,10,2712.91,2011-11-10,29,VIP
15570,12,4165.52,2011-12-02,7,VIP
13488,13,8968.31,2011-11-22,17,VIP
14513,3,455.59,2011-08-31,100,À réactiver
16148,1,76.32,2011-02-16,296,À réactiver
16394,5,1555.34,2011-10-14,56,Fidèle
17204,4,1564.56,2011-06-17,175,À réactiver
18129,1,112.55,2011-04-10,243,À réactiver
13122,2,922.39,2011-09-06,94,À réactiver
15438,1,156.58,2011-07-31,131,À réactiver
